Record ID,Date,Region,District,Service Type,Role Type,Tenure Band,Fleet Age,Route Cost Per Ton,Stops Per Route,Fleet Utilization Rate,Voluntary Turnover Rate,Safety Incident Rate,Avg Driver Tenure Years,Truck Count,Tons Collected,Revenue
WC-000154_202409,2024-09-01,Eastern,Great Lakes,Commercial,Mechanic,10+ Years,New (0-2yr),43.62,143.0,0.8988,0.0292,2.53,6.3,11,48.0,2730.0
WC-000155_202409,2024-09-01,Eastern,Great Lakes,Industrial,Helper,2-5 Years,Mid-Life (3-5yr),45.5,36.0,0.8542,0.0155,2.89,5.3,5,10.0,593.0
WC-000156_202409,2024-09-01,Eastern,Great Lakes,E&P,Driver,< 1 Year,New (0-2yr),39.45,19.0,0.8978,0.0188,2.92,5.3,4,10.0,500.0
WC-000157_202409,2024-09-01,Eastern,Ohio Valley,Residential,Driver,10+ Years,New (0-2yr),41.5,295.0,0.8737,0.025,3.17,4.4,10,230.0,11834.0
WC-000158_202409,2024-09-01,Eastern,Ohio Valley,Commercial,Driver,1-2 Years,New (0-2yr),43.62,100.0,0.8749,0.0185,1.84,4.2,9,46.0,2341.0
WC-000159_202409,2024-09-01,Eastern,Ohio Valley,Industrial,Driver,5-10 Years,End-of-Life (9+yr),46.57,27.0,0.8806,0.0219,2.31,6.1,2,10.0,500.0
WC-000160_202409,2024-09-01,Eastern,Ohio Valley,E&P,Mechanic,10+ Years,New (0-2yr),42.56,14.0,0.9194,0.0275,2.2,6.0,4,10.0,500.0
WC-000161_202409,2024-09-01,Canada,Ontario,Residential,Mechanic,2-5 Years,New (0-2yr),46.49,312.0,0.8541,0.0192,2.06,4.0,12,124.0,6908.0
WC-000162_202409,2024-09-01,Canada,Ontario,Commercial,Driver,10+ Years,New (0-2yr),49.28,99.0,0.8235,0.028,3.08,5.3,14,67.0,4096.0
WC-000163_202409,2024-09-01,Canada,Ontario,Industrial,Driver,10+ Years,Mid-Life (3-5yr),50.36,27.0,0.885,0.0238,3.92,5.8,5,10.0,565.0
WC-000164_202409,2024-09-01,Canada,Ontario,E&P,Driver,< 1 Year,Aging (6-8yr),37.41,11.0,0.8706,0.0258,1.85,5.3,2,10.0,500.0
WC-000165_202409,2024-09-01,Canada,Alberta,Residential,Operator,5-10 Years,End-of-Life (9+yr),50.33,329.0,0.8825,0.02,1.47,6.5,11,133.0,9018.0
WC-000166_202409,2024-09-01,Canada,Alberta,Commercial,Driver,10+ Years,New (0-2yr),38.02,127.0,0.901,0.0297,2.07,4.4,12,44.0,2266.0
WC-000167_202409,2024-09-01,Canada,Alberta,Industrial,Operator,2-5 Years,Mid-Life (3-5yr),45.4,21.0,0.9047,0.025,3.1,5.6,5,10.0,500.0
WC-000168_202409,2024-09-01,Canada,Alberta,E&P,Driver,5-10 Years,Mid-Life (3-5yr),42.8,19.0,0.9147,0.028,3.21,4.0,4,10.0,500.0
WC-000169_202409,2024-09-01,Canada,British Columbia,Residential,Mechanic,10+ Years,Aging (6-8yr),47.27,332.0,0.8924,0.0255,2.16,5.2,18,324.0,18498.0
WC-000170_202409,2024-09-01,Canada,British Columbia,Commercial,Operator,2-5 Years,Aging (6-8yr),50.5,154.0,0.8833,0.0293,2.42,4.4,7,45.0,2989.0
WC-000171_202409,2024-09-01,Canada,British Columbia,Industrial,Helper,10+ Years,New (0-2yr),44.13,17.0,0.8911,0.0224,2.88,4.1,2,10.0,500.0
WC-000172_202409,2024-09-01,Canada,British Columbia,E&P,Driver,2-5 Years,Mid-Life (3-5yr),42.45,16.0,0.9558,0.0235,2.84,3.7,1,10.0,500.0
WC-000173_202409,2024-09-01,Canada,Quebec,Residential,Mechanic,1-2 Years,Mid-Life (3-5yr),39.04,289.0,0.9011,0.0248,1.65,4.8,16,339.0,17674.0
WC-000174_202409,2024-09-01,Canada,Quebec,Commercial,Driver,5-10 Years,Mid-Life (3-5yr),53.31,123.0,0.8863,0.0263,2.58,5.7,14,84.0,5633.0
WC-000175_202409,2024-09-01,Canada,Quebec,Industrial,Operator,10+ Years,Mid-Life (3-5yr),42.2,23.0,0.8429,0.0192,1.59,6.5,4,10.0,500.0
WC-000176_202409,2024-09-01,Canada,Quebec,E&P,Driver,10+ Years,New (0-2yr),44.42,20.0,0.8638,0.0243,2.09,4.4,3,10.0,500.0
WC-000177_202409,2024-09-01,MidSouth,Tennessee Valley,Residential,Driver,< 1 Year,Aging (6-8yr),41.1,338.0,0.9203,0.0171,1.97,6.1,23,341.0,18870.0
WC-000178_202409,2024-09-01,MidSouth,Tennessee Valley,Commercial,Driver,5-10 Years,End-of-Life (9+yr),45.48,128.0,0.8828,0.0286,2.17,5.1,9,38.0,2228.0
WC-000179_202409,2024-09-01,MidSouth,Tennessee Valley,Industrial,Mechanic,2-5 Years,Mid-Life (3-5yr),40.26,26.0,0.8754,0.021,2.5,3.9,5,10.0,500.0
WC-000180_202409,2024-09-01,MidSouth,Tennessee Valley,E&P,Mechanic,2-5 Years,New (0-2yr),38.92,11.0,0.9523,0.0285,2.2,4.2,4,10.0,500.0
WC-000181_202409,2024-09-01,MidSouth,Mississippi Delta,Residential,Operator,1-2 Years,Mid-Life (3-5yr),51.26,354.0,0.9802,0.0268,2.6,5.0,21,456.0,30715.0
WC-000182_202409,2024-09-01,MidSouth,Mississippi Delta,Commercial,Mechanic,1-2 Years,Aging (6-8yr),44.48,80.0,0.921,0.0157,3.43,6.5,5,10.0,500.0
WC-000183_202409,2024-09-01,MidSouth,Mississippi Delta,Industrial,Mechanic,10+ Years,New (0-2yr),40.92,26.0,0.9392,0.0198,2.73,5.5,2,10.0,500.0
WC-000184_202409,2024-09-01,MidSouth,Mississippi Delta,E&P,Driver,< 1 Year,Mid-Life (3-5yr),51.02,14.0,0.9452,0.025,2.78,5.0,2,10.0,500.0
WC-000185_202409,2024-09-01,MidSouth,Arkansas,Residential,Driver,5-10 Years,Mid-Life (3-5yr),41.42,286.0,0.901,0.0255,3.41,5.7,13,198.0,10015.0
WC-000186_202409,2024-09-01,MidSouth,Arkansas,Commercial,Driver,10+ Years,Mid-Life (3-5yr),40.94,140.0,0.9289,0.0249,1.81,4.7,13,103.0,5169.0
WC-000187_202409,2024-09-01,MidSouth,Arkansas,Industrial,Driver,5-10 Years,Aging (6-8yr),42.69,23.0,0.8524,0.0177,3.33,4.7,5,10.0,500.0
WC-000188_202409,2024-09-01,MidSouth,Arkansas,E&P,Driver,1-2 Years,Mid-Life (3-5yr),47.57,18.0,0.8915,0.0296,1.63,5.9,4,10.0,500.0
WC-000189_202409,2024-09-01,MidSouth,Oklahoma,Residential,Driver,2-5 Years,Aging (6-8yr),44.68,278.0,0.9263,0.0271,1.71,5.1,19,212.0,12707.0
WC-000190_202409,2024-09-01,MidSouth,Oklahoma,Commercial,Mechanic,5-10 Years,Mid-Life (3-5yr),46.27,145.0,0.9306,0.0276,2.19,6.1,8,27.0,1590.0
WC-000191_202409,2024-09-01,MidSouth,Oklahoma,Industrial,Driver,5-10 Years,New (0-2yr),41.28,40.0,0.9054,0.0217,3.08,3.4,2,10.0,500.0
WC-000192_202409,2024-09-01,MidSouth,Oklahoma,E&P,Driver,5-10 Years,Mid-Life (3-5yr),49.0,10.0,0.913,0.0155,2.78,5.4,3,10.0,500.0
WC-000193_202410,2024-10-01,Western,Pacific Northwest,Residential,Driver,10+ Years,Mid-Life (3-5yr),45.02,301.0,0.8872,0.018,2.01,6.0,19,292.0,16620.0
WC-000194_202410,2024-10-01,Western,Pacific Northwest,Commercial,Driver,2-5 Years,End-of-Life (9+yr),50.07,113.0,0.9588,0.0291,1.5,6.4,14,36.0,2379.0
WC-000195_202410,2024-10-01,Western,Pacific Northwest,Industrial,Mechanic,1-2 Years,Aging (6-8yr),50.26,24.0,0.9373,0.0233,3.51,5.5,6,10.0,599.0
WC-000196_202410,2024-10-01,Western,Pacific Northwest,E&P,Driver,2-5 Years,New (0-2yr),50.55,12.0,0.9266,0.0152,1.71,5.7,3,10.0,500.0
WC-000197_202410,2024-10-01,Western,Northern California,Residential,Mechanic,< 1 Year,Mid-Life (3-5yr),50.68,264.0,0.8334,0.0178,2.62,5.5,22,233.0,14004.0
WC-000198_202410,2024-10-01,Western,Northern California,Commercial,Driver,5-10 Years,End-of-Life (9+yr),40.11,124.0,0.9034,0.02,2.18,4.1,10,61.0,3148.0
WC-000199_202410,2024-10-01,Western,Northern California,Industrial,Mechanic,2-5 Years,New (0-2yr),48.92,15.0,0.8623,0.0274,2.15,5.9,5,10.0,500.0
WC-000200_202410,2024-10-01,Western,Northern California,E&P,Mechanic,2-5 Years,New (0-2yr),52.44,10.0,0.8699,0.0251,2.78,4.6,3,10.0,500.0
WC-000201_202410,2024-10-01,Western,Southern California,Residential,Driver,< 1 Year,Mid-Life (3-5yr),41.16,303.0,0.9549,0.0258,2.47,5.0,13,217.0,11952.0
WC-000202_202410,2024-10-01,Western,Southern California,Commercial,Helper,2-5 Years,Aging (6-8yr),40.4,86.0,0.9254,0.0233,2.46,5.1,14,44.0,2102.0
WC-000203_202410,2024-10-01,Western,Southern California,Industrial,Driver,5-10 Years,End-of-Life (9+yr),39.6,29.0,0.899,0.0212,2.91,3.8,5,10.0,500.0
WC-000204_202410,2024-10-01,Western,Southern California,E&P,Operator,5-10 Years,New (0-2yr),46.89,19.0,0.9429,0.0258,2.07,6.3,4,10.0,500.0
WC-000205_202410,2024-10-01,Western,Mountain West,Residential,Driver,< 1 Year,New (0-2yr),48.66,288.0,0.913,0.0281,1.73,4.1,12,70.0,4302.0
WC-000206_202410,2024-10-01,Western,Mountain West,Commercial,Operator,2-5 Years,End-of-Life (9+yr),52.79,142.0,0.9258,0.0199,2.98,4.1,6,63.0,3918.0
WC-000207_202410,2024-10-01,Western,Mountain West,Industrial,Helper,5-10 Years,Aging (6-8yr),49.93,16.0,0.9204,0.0184,1.95,4.5,7,10.0,500.0
WC-000208_202410,2024-10-01,Western,Mountain West,E&P,Helper,5-10 Years,End-of-Life (9+yr),43.69,20.0,0.8909,0.0162,1.87,5.7,2,10.0,500.0
WC-000209_202410,2024-10-01,Southern,Gulf Coast,Residential,Driver,2-5 Years,New (0-2yr),43.18,324.0,0.8434,0.0212,3.44,3.6,24,275.0,14884.0
WC-000210_202410,2024-10-01,Southern,Gulf Coast,Commercial,Operator,2-5 Years,Aging (6-8yr),39.67,107.0,0.8671,0.0168,2.07,3.8,5,35.0,1731.0
WC-000211_202410,2024-10-01,Southern,Gulf Coast,Industrial,Driver,2-5 Years,New (0-2yr),42.02,39.0,0.8839,0.0289,2.23,3.7,5,10.0,500.0
WC-000212_202410,2024-10-01,Southern,Gulf Coast,E&P,Operator,2-5 Years,End-of-Life (9+yr),50.84,8.0,0.8703,0.0157,2.32,5.9,1,10.0,500.0
WC-000213_202410,2024-10-01,Southern,Southeast Texas,Residential,Helper,2-5 Years,End-of-Life (9+yr),46.36,247.0,0.8935,0.0184,3.03,4.4,16,305.0,16420.0
WC-000214_202410,2024-10-01,Southern,Southeast Texas,Commercial,Operator,< 1 Year,Mid-Life (3-5yr),42.4,105.0,0.874,0.0267,1.77,5.4,5,39.0,1943.0
WC-000215_202410,2024-10-01,Southern,Southeast Texas,Industrial,Driver,1-2 Years,Mid-Life (3-5yr),41.33,24.0,0.9086,0.0232,1.89,5.7,3,10.0,500.0
WC-000216_202410,2024-10-01,Southern,Southeast Texas,E&P,Operator,10+ Years,End-of-Life (9+yr),44.63,10.0,0.9052,0.029,1.75,5.8,1,10.0,500.0
WC-000217_202410,2024-10-01,Southern,Florida Panhandle,Residential,Driver,5-10 Years,Aging (6-8yr),51.08,334.0,0.9288,0.0233,2.06,5.0,9,135.0,8180.0
WC-000218_202410,2024-10-01,Southern,Florida Panhandle,Commercial,Operator,2-5 Years,New (0-2yr),44.06,117.0,0.9384,0.0257,2.28,3.7,5,32.0,1768.0
WC-000219_202410,2024-10-01,Southern,Florida Panhandle,Industrial,Driver,2-5 Years,New (0-2yr),49.17,25.0,0.881,0.0162,3.69,5.7,4,10.0,500.0
WC-000220_202410,2024-10-01,Southern,Florida Panhandle,E&P,Mechanic,5-10 Years,End-of-Life (9+yr),43.68,13.0,0.8881,0.0201,3.25,5.3,2,10.0,500.0
WC-000221_202410,2024-10-01,Southern,Carolinas,Residential,Mechanic,1-2 Years,End-of-Life (9+yr),44.02,305.0,0.9158,0.0203,2.75,4.2,18,266.0,15564.0
WC-000222_202410,2024-10-01,Southern,Carolinas,Commercial,Operator,5-10 Years,Aging (6-8yr),46.37,95.0,0.8971,0.017,1.96,3.5,7,39.0,2121.0
WC-000223_202410,2024-10-01,Southern,Carolinas,Industrial,Driver,1-2 Years,Aging (6-8yr),49.94,24.0,0.9391,0.024,2.26,4.8,6,10.0,500.0
WC-000224_202410,2024-10-01,Southern,Carolinas,E&P,Driver,2-5 Years,Aging (6-8yr),42.57,19.0,0.9083,0.0216,3.46,5.4,1,10.0,500.0
WC-000225_202410,2024-10-01,Central,Great Plains,Residential,Driver,1-2 Years,New (0-2yr),55.73,302.0,0.8724,0.0247,2.82,5.2,21,434.0,28446.0
WC-000226_202410,2024-10-01,Central,Great Plains,Commercial,Driver,1-2 Years,New (0-2yr),39.97,106.0,0.8709,0.0259,3.36,5.9,12,85.0,4435.0
WC-000227_202410,2024-10-01,Central,Great Plains,Industrial,Driver,2-5 Years,End-of-Life (9+yr),46.32,18.0,0.8566,0.0272,2.42,6.3,6,10.0,500.0
WC-000228_202410,2024-10-01,Central,Great Plains,E&P,Driver,1-2 Years,New (0-2yr),43.76,13.0,0.9137,0.028,2.01,4.8,4,10.0,500.0
WC-000229_202410,2024-10-01,Central,Upper Midwest,Residential,Driver,5-10 Years,New (0-2yr),40.73,264.0,0.8595,0.0198,2.05,5.1,19,342.0,16466.0
WC-000230_202410,2024-10-01,Central,Upper Midwest,Commercial,Helper,1-2 Years,Aging (6-8yr),44.2,135.0,0.8891,0.0196,3.13,4.8,5,22.0,1140.0
WC-000231_202410,2024-10-01,Central,Upper Midwest,Industrial,Helper,5-10 Years,New (0-2yr),40.95,26.0,0.9076,0.0152,1.55,4.9,3,10.0,500.0
WC-000232_202410,2024-10-01,Central,Upper Midwest,E&P,Mechanic,10+ Years,Aging (6-8yr),52.13,12.0,0.9179,0.0264,3.19,4.0,1,10.0,500.0
WC-000233_202410,2024-10-01,Central,Missouri Valley,Residential,Mechanic,2-5 Years,New (0-2yr),42.51,270.0,0.8794,0.0261,2.24,5.2,17,185.0,10298.0
WC-000234_202410,2024-10-01,Central,Missouri Valley,Commercial,Mechanic,2-5 Years,Mid-Life (3-5yr),41.03,121.0,0.8776,0.0287,1.75,6.0,8,59.0,3226.0
WC-000235_202410,2024-10-01,Central,Missouri Valley,Industrial,Driver,5-10 Years,New (0-2yr),51.11,18.0,0.854,0.0256,3.32,4.2,2,10.0,500.0
WC-000236_202410,2024-10-01,Central,Missouri Valley,E&P,Driver,5-10 Years,New (0-2yr),51.47,13.0,0.8688,0.0158,2.41,4.3,3,10.0,500.0
WC-000237_202410,2024-10-01,Central,Ozarks,Residential,Driver,10+ Years,Mid-Life (3-5yr),39.64,307.0,0.9387,0.0298,2.01,5.0,22,469.0,24040.0
WC-000238_202410,2024-10-01,Central,Ozarks,Commercial,Helper,5-10 Years,Aging (6-8yr),46.11,110.0,0.8844,0.0261,2.13,3.6,10,84.0,5068.0
WC-000239_202410,2024-10-01,Central,Ozarks,Industrial,Operator,5-10 Years,New (0-2yr),38.85,32.0,0.9177,0.0182,3.15,6.3,2,10.0,500.0
WC-000240_202410,2024-10-01,Central,Ozarks,E&P,Driver,2-5 Years,End-of-Life (9+yr),48.98,17.0,0.9099,0.0204,3.2,4.2,3,10.0,500.0
WC-000241_202410,2024-10-01,Eastern,Mid-Atlantic,Residential,Driver,1-2 Years,Aging (6-8yr),38.41,282.0,0.9102,0.0186,3.77,6.4,11,201.0,8965.0
WC-000242_202410,2024-10-01,Eastern,Mid-Atlantic,Commercial,Driver,2-5 Years,End-of-Life (9+yr),53.13,81.0,0.9215,0.0228,3.02,5.1,10,39.0,2459.0
WC-000243_202410,2024-10-01,Eastern,Mid-Atlantic,Industrial,Driver,1-2 Years,Mid-Life (3-5yr),39.42,17.0,0.8602,0.0201,2.97,5.1,4,10.0,500.0
WC-000244_202410,2024-10-01,Eastern,Mid-Atlantic,E&P,Driver,5-10 Years,Aging (6-8yr),40.58,11.0,0.8952,0.0266,2.94,5.9,2,10.0,500.0
WC-000245_202410,2024-10-01,Eastern,New England,Residential,Driver,5-10 Years,Mid-Life (3-5yr),52.64,251.0,0.9313,0.023,2.44,4.6,20,381.0,23534.0
WC-000246_202410,2024-10-01,Eastern,New England,Commercial,Operator,< 1 Year,Mid-Life (3-5yr),48.44,108.0,0.9136,0.0194,2.29,4.2,10,38.0,2413.0
WC-000247_202410,2024-10-01,Eastern,New England,Industrial,Driver,1-2 Years,End-of-Life (9+yr),38.86,27.0,0.875,0.0192,2.61,6.5,6,10.0,500.0
WC-000248_202410,2024-10-01,Eastern,New England,E&P,Operator,2-5 Years,Mid-Life (3-5yr),41.65,18.0,0.8726,0.0208,3.11,6.4,2,10.0,500.0
WC-000249_202410,2024-10-01,Eastern,Great Lakes,Residential,Mechanic,< 1 Year,New (0-2yr),41.54,253.0,0.869,0.0253,3.04,5.1,17,206.0,11187.0
WC-000250_202410,2024-10-01,Eastern,Great Lakes,Commercial,Driver,1-2 Years,Aging (6-8yr),52.85,109.0,0.955,0.0202,3.27,6.4,9,62.0,4388.0
WC-000251_202410,2024-10-01,Eastern,Great Lakes,Industrial,Mechanic,5-10 Years,New (0-2yr),51.48,37.0,0.9504,0.0224,2.49,3.8,7,15.0,973.0
WC-000252_202410,2024-10-01,Eastern,Great Lakes,E&P,Driver,10+ Years,Mid-Life (3-5yr),45.97,17.0,0.9237,0.0279,1.86,4.7,3,10.0,500.0
WC-000253_202410,2024-10-01,Eastern,Ohio Valley,Residential,Operator,5-10 Years,Mid-Life (3-5yr),48.92,349.0,0.9193,0.0192,2.7,4.3,9,223.0,13163.0
WC-000254_202410,2024-10-01,Eastern,Ohio Valley,Commercial,Helper,5-10 Years,Mid-Life (3-5yr),46.21,145.0,0.8644,0.0237,1.79,5.6,5,53.0,3126.0
WC-000255_202410,2024-10-01,Eastern,Ohio Valley,Industrial,Driver,2-5 Years,Aging (6-8yr),40.77,27.0,0.9381,0.029,1.71,3.5,5,10.0,500.0
WC-000256_202410,2024-10-01,Eastern,Ohio Valley,E&P,Driver,< 1 Year,Mid-Life (3-5yr),43.63,14.0,0.8898,0.0166,2.27,4.8,2,10.0,500.0
WC-000257_202410,2024-10-01,Canada,Ontario,Residential,Driver,2-5 Years,Mid-Life (3-5yr),43.71,297.0,0.8722,0.0177,1.54,4.9,19,146.0,7912.0
WC-000258_202410,2024-10-01,Canada,Ontario,Commercial,Helper,< 1 Year,End-of-Life (9+yr),49.12,95.0,0.9213,0.0222,3.19,4.2,7,20.0,1148.0
WC-000259_202410,2024-10-01,Canada,Ontario,Industrial,Driver,5-10 Years,Mid-Life (3-5yr),44.58,20.0,0.852,0.0271,1.61,4.7,2,10.0,500.0
WC-000260_202410,2024-10-01,Canada,Ontario,E&P,Driver,5-10 Years,Aging (6-8yr),52.06,13.0,0.8666,0.0299,3.11,4.4,3,10.0,500.0
WC-000261_202410,2024-10-01,Canada,Alberta,Residential,Driver,< 1 Year,Aging (6-8yr),42.95,319.0,0.9406,0.0202,2.32,6.0,18,445.0,22720.0
WC-000262_202410,2024-10-01,Canada,Alberta,Commercial,Helper,10+ Years,Mid-Life (3-5yr),49.51,99.0,0.86,0.0253,3.28,5.4,14,47.0,2981.0
WC-000263_202410,2024-10-01,Canada,Alberta,Industrial,Mechanic,5-10 Years,Mid-Life (3-5yr),50.4,21.0,0.9084,0.0247,2.49,5.0,5,10.0,500.0
WC-000264_202410,2024-10-01,Canada,Alberta,E&P,Operator,< 1 Year,Mid-Life (3-5yr),40.05,14.0,0.8977,0.0291,2.7,6.1,2,10.0,500.0
WC-000265_202410,2024-10-01,Canada,British Columbia,Residential,Driver,2-5 Years,New (0-2yr),38.19,275.0,0.9011,0.0257,2.31,4.4,18,351.0,17097.0
WC-000266_202410,2024-10-01,Canada,British Columbia,Commercial,Operator,< 1 Year,New (0-2yr),38.27,148.0,0.8908,0.0165,2.94,4.5,11,40.0,1985.0
WC-000267_202410,2024-10-01,Canada,British Columbia,Industrial,Driver,10+ Years,Mid-Life (3-5yr),48.04,20.0,0.9367,0.0182,2.5,6.2,2,10.0,500.0
WC-000268_202410,2024-10-01,Canada,British Columbia,E&P,Driver,10+ Years,Aging (6-8yr),51.88,15.0,0.88,0.0225,1.56,5.6,2,10.0,500.0
WC-000269_202410,2024-10-01,Canada,Quebec,Residential,Driver,< 1 Year,Mid-Life (3-5yr),40.89,347.0,0.8591,0.0259,3.25,5.1,20,405.0,19833.0
WC-000270_202410,2024-10-01,Canada,Quebec,Commercial,Helper,10+ Years,Mid-Life (3-5yr),48.71,87.0,0.931,0.0239,1.87,4.8,8,47.0,2813.0
WC-000271_202410,2024-10-01,Canada,Quebec,Industrial,Driver,5-10 Years,New (0-2yr),50.22,17.0,0.9106,0.0238,3.31,5.7,4,10.0,500.0
WC-000272_202410,2024-10-01,Canada,Quebec,E&P,Helper,5-10 Years,End-of-Life (9+yr),41.76,12.0,0.8623,0.0178,2.27,4.3,2,10.0,500.0
WC-000273_202410,2024-10-01,MidSouth,Tennessee Valley,Residential,Driver,< 1 Year,Aging (6-8yr),51.83,272.0,0.8768,0.019,2.15,4.2,10,103.0,6321.0
WC-000274_202410,2024-10-01,MidSouth,Tennessee Valley,Commercial,Operator,< 1 Year,End-of-Life (9+yr),42.85,133.0,0.9198,0.0162,1.37,3.8,10,106.0,5359.0
WC-000275_202410,2024-10-01,MidSouth,Tennessee Valley,Industrial,Driver,1-2 Years,Mid-Life (3-5yr),48.58,33.0,0.8815,0.0252,2.09,5.8,7,10.0,500.0
WC-000276_202410,2024-10-01,MidSouth,Tennessee Valley,E&P,Mechanic,10+ Years,New (0-2yr),45.02,17.0,0.8955,0.0225,1.72,4.7,4,10.0,500.0
WC-000277_202410,2024-10-01,MidSouth,Mississippi Delta,Residential,Operator,2-5 Years,Aging (6-8yr),46.39,330.0,0.915,0.0163,3.35,4.2,15,331.0,18786.0
WC-000278_202410,2024-10-01,MidSouth,Mississippi Delta,Commercial,Driver,10+ Years,New (0-2yr),43.75,102.0,0.8524,0.0176,3.0,3.7,7,18.0,1008.0
WC-000279_202410,2024-10-01,MidSouth,Mississippi Delta,Industrial,Driver,5-10 Years,New (0-2yr),46.49,30.0,0.8809,0.0267,3.17,3.8,2,10.0,500.0
WC-000280_202410,2024-10-01,MidSouth,Mississippi Delta,E&P,Mechanic,1-2 Years,Aging (6-8yr),55.16,12.0,0.8966,0.0203,3.53,3.7,2,10.0,500.0
WC-000281_202410,2024-10-01,MidSouth,Arkansas,Residential,Driver,2-5 Years,Aging (6-8yr),43.18,294.0,0.8521,0.021,3.35,4.6,12,198.0,11266.0
WC-000282_202410,2024-10-01,MidSouth,Arkansas,Commercial,Mechanic,2-5 Years,Mid-Life (3-5yr),49.59,130.0,0.8968,0.0202,1.83,5.2,7,66.0,3917.0
WC-000283_202410,2024-10-01,MidSouth,Arkansas,Industrial,Operator,5-10 Years,Aging (6-8yr),52.25,22.0,0.8824,0.0164,1.85,4.9,2,10.0,500.0
WC-000284_202410,2024-10-01,MidSouth,Arkansas,E&P,Driver,2-5 Years,Mid-Life (3-5yr),45.47,15.0,0.9413,0.0294,2.56,4.7,2,10.0,500.0
WC-000285_202410,2024-10-01,MidSouth,Oklahoma,Residential,Mechanic,5-10 Years,Mid-Life (3-5yr),51.45,276.0,0.8479,0.0261,3.11,6.2,12,84.0,5309.0
WC-000286_202410,2024-10-01,MidSouth,Oklahoma,Commercial,Helper,1-2 Years,Mid-Life (3-5yr),49.13,152.0,0.8749,0.0225,2.12,4.9,11,53.0,3237.0
WC-000287_202410,2024-10-01,MidSouth,Oklahoma,Industrial,Driver,10+ Years,End-of-Life (9+yr),42.83,33.0,0.8901,0.03,2.62,3.7,6,10.0,500.0
WC-000288_202410,2024-10-01,MidSouth,Oklahoma,E&P,Mechanic,10+ Years,New (0-2yr),45.39,8.0,0.9235,0.0154,2.45,5.0,2,10.0,500.0
WC-000289_202411,2024-11-01,Western,Pacific Northwest,Residential,Mechanic,5-10 Years,Mid-Life (3-5yr),49.96,290.0,0.9233,0.028,2.35,4.3,15,181.0,11122.0
WC-000290_202411,2024-11-01,Western,Pacific Northwest,Commercial,Driver,2-5 Years,New (0-2yr),51.85,98.0,0.8913,0.0274,1.92,4.3,5,10.0,611.0
WC-000291_202411,2024-11-01,Western,Pacific Northwest,Industrial,Driver,10+ Years,New (0-2yr),49.89,38.0,0.9133,0.0253,1.64,5.9,6,14.0,923.0
WC-000292_202411,2024-11-01,Western,Pacific Northwest,E&P,Driver,10+ Years,Mid-Life (3-5yr),46.63,9.0,0.8763,0.0279,2.05,4.0,1,10.0,500.0
WC-000293_202411,2024-11-01,Western,Northern California,Residential,Mechanic,2-5 Years,Aging (6-8yr),38.96,291.0,0.8888,0.0237,1.43,5.8,12,188.0,8426.0
WC-000294_202411,2024-11-01,Western,Northern California,Commercial,Operator,< 1 Year,New (0-2yr),40.26,86.0,0.9242,0.0287,1.96,4.4,12,59.0,2943.0
WC-000295_202411,2024-11-01,Western,Northern California,Industrial,Mechanic,1-2 Years,New (0-2yr),40.09,16.0,0.9374,0.0284,2.41,5.2,2,10.0,500.0
WC-000296_202411,2024-11-01,Western,Northern California,E&P,Helper,2-5 Years,End-of-Life (9+yr),45.75,10.0,0.8971,0.0228,2.99,5.8,1,10.0,500.0
WC-000297_202411,2024-11-01,Western,Southern California,Residential,Driver,2-5 Years,New (0-2yr),39.51,318.0,0.8328,0.0223,2.22,5.5,12,177.0,8544.0
WC-000298_202411,2024-11-01,Western,Southern California,Commercial,Operator,5-10 Years,New (0-2yr),50.04,132.0,0.8655,0.0263,1.92,4.1,9,52.0,3156.0
WC-000299_202411,2024-11-01,Western,Southern California,Industrial,Driver,< 1 Year,New (0-2yr),50.12,35.0,0.9477,0.0211,1.91,4.3,2,10.0,500.0
WC-000300_202411,2024-11-01,Western,Southern California,E&P,Driver,10+ Years,Aging (6-8yr),41.77,14.0,0.8912,0.0181,1.84,3.6,2,10.0,500.0
WC-000301_202411,2024-11-01,Western,Mountain West,Residential,Driver,5-10 Years,End-of-Life (9+yr),36.87,265.0,0.9265,0.0257,1.95,6.2,22,217.0,10082.0
WC-000302_202411,2024-11-01,Western,Mountain West,Commercial,Driver,10+ Years,End-of-Life (9+yr),40.99,79.0,0.891,0.0275,2.77,6.4,12,25.0,1369.0
WC-000303_202411,2024-11-01,Western,Mountain West,Industrial,Operator,10+ Years,End-of-Life (9+yr),46.68,25.0,0.8869,0.0256,2.54,6.3,3,10.0,500.0
WC-000304_202411,2024-11-01,Western,Mountain West,E&P,Driver,5-10 Years,Aging (6-8yr),42.68,14.0,0.8754,0.0294,1.87,3.7,2,10.0,500.0
WC-000305_202411,2024-11-01,Southern,Gulf Coast,Residential,Helper,5-10 Years,Mid-Life (3-5yr),52.93,251.0,0.8815,0.0289,3.12,5.6,20,382.0,24750.0
WC-000306_202411,2024-11-01,Southern,Gulf Coast,Commercial,Driver,2-5 Years,End-of-Life (9+yr),43.59,131.0,0.8914,0.0237,2.69,5.4,5,37.0,1881.0
WC-000307_202411,2024-11-01,Southern,Gulf Coast,Industrial,Driver,1-2 Years,Mid-Life (3-5yr),44.35,40.0,0.9217,0.0205,1.84,6.0,4,10.0,500.0
